sentence1,sentence2,label,index,gold_label
reduce costs . The most obvious way to cut these costs is by driving expensive call centre interactions onto the web . As the pressure grows to meet the targets set out,"to make our business more profitable, we are moving more of the business to the cloud.",0.5,10593,neutral
"here the large mammals and birds , whether flightless or not , were the proverbial sitting ducks . enlarge friends flying mammals above town Bats are the only mammals to truly fly","there was a time when there was a large mammal flying above the town, but it was not until the birds were flying over town that they became a problem",0.9,6013,entailment
"When iron collars will be rounded over their necks, and the chains, they shall be dragged along.",I do not believe you can make a better man out of a woman.,0.1,4687,contradiction
"the subject until the last week or so . My friend and I are both night owls , are intrigued and like an adventure . I first heard of Pluckley in the",in a book about a young girl named Mina who lives on an island. I am interested in the history of the place and the people who live there.,0.5,7381,neutral
"route at the northern end of the city centre . In contrast in the morning rush hour , this Leopard is on a short and looping round in the Octagon .","I have to work in the evening so I have taken the bus to the south of the city centre, where the traffic is lighter.",0.1,6405,contradiction
"And the lime tree, lovely and tall, every leaf silent hardly looses even a last breath of perfume.","And the lemon trees, with their lemon scent.",0.5,2743,neutral
Extortion carries a prison term of one to 15 years.,A person who extorts money must serve one to 15 years in prison.,0.9,3740,entailment
Scotch cotton mill . Again in 1792 William Kelly of New Lanark introduced the mechanically-moved spinning jenny . In 1793 James Louis Robertson introduced the power loom . In 1795 Archibald Buchanan,"In 1797 William Kelly introduced the power loom, in 1797 James Louis Robertson introduced the power loom, and in 1798 Archibald Buchanan introduced the power loom.",0.9,5527,entailment
She had written down the date in her pocket book of the day when she dispatched it.,He had written down the date in his pocket book of the day when he dispatched it.,0.9,3641,entailment
that information as set out in this Privacy Policy . Young Lives is an international research project that is recording changes in child poverty over 15 years . Author 's home page,this Privacy Policy is to protect Young Lives and the research it conducts,0.1,6658,contradiction
on the left . We are the building on the left as you enter the car park . Directions from Railway Station Turn right from station and then right again at mini,We are the building on the left as you enter the car park. Directions from Railway Station Turn right from station and then right again at mini,0.9,10506,entailment
"well . But who would have thought that one day theme park rides , and video games , would be turned into a full length film . House of the Dead is","I am not a fan of video games, and have never played any. The only thing that I like is horror. I hope you enjoy my film. ",0.1,5341,contradiction
The university has a travel insurance policy which can be purchased by students.,A university travel insurance policy is not the best option.,0.5,2508,neutral
it is committed to it 's continued development of new products and the implementation of cutting edge online coaching educational services . Our company will be launching several new and exciting projects,It is committed to the continuous development of new products and the implementation of cutting edge online coaching educational services. Our company will be launching several new and exciting projects,0.9,9543,entailment
"be the product of capability and will , deterrence is a subject to which much lip service but insufficient thought has been devoted . The reason is that "" general "" deterrence",is an issue that has not been adequately explored. ,0.5,7876,neutral
"they need to get in touch with SCA - This year they will be white polo shirts , with the SCA hand on the back and your name and position on the","They don't need a white shirt, they need a black shirt",0.1,7032,contradiction
