sentence1,sentence2,label,index,gold_label
We can form such a matrix from n vectors in any vector space having an inner product.,Let's say that the vector space is a vector space of real numbers and we want to form a matrix. In that case we can use the formula above.,0.1,2067,contradiction
"one less hour for debate , so those on the Tory Front Bench are shedding crocodile tears . Listening to the debates on some of the amendments this afternoon , I felt",I was listening to the debate on the Government's amendment to the Welfare Reform Bill and felt,0.9,8668,entailment
"All of the telcos in Europe woke up in a sweat , realising that their cash cows were shrinking . Any fixed minute growth was mainly down to Internet dialup , but",But the real issue was that most of the new customers were not paying for the service and the telcos were having trouble keeping up with the rising bill.,0.5,9366,neutral
"Management ( CRM ) support services including ; database profiling , data mining , prospect mailing lists , direct marketing , data warehousing , data processing , data cleansing , suppression and","Management ( CRM ) support services including ; data warehousing, data mining, prospect mailing lists, direct marketing, and data processing",0.1,6944,contradiction
"away Holiday Autos and put £ 50 m , £ 100 m , in my bank account I would be very , very upset .","away Christmas and take my wife for dinner and then put in £ 100 m, £ 50 m in the bank account ",0.5,9760,neutral
Work hard and become a big fish in a small pool.,You should never work hard.,0.1,227,contradiction
"Grilled Red Mullet with Lavender , Orange and Fennel For a Mediterranean cruise down memory lane , take time to enjoy the sun baked flavours that bring it to life .",The best thing about being in a relationship is the ability to make someone feel loved for the first time.,0.1,6845,contradiction
"year . As a film , Chicken Little felt to me like it was a melting pot of every "" alien invasion film "" and "" outer space cartoon "" I have","a film. As a film, it was a melting pot of every alien invasion film ",0.9,6892,entailment
1. subway stations also were hit in up to seven apparently coordinated blasts in the morning rush hour,"2. the first blast happened in a crowded area, the second one happened at a busy train station in the center of the city, and the third one occurred in the subway.",0.5,5727,neutral
There is elbow room to address bold new topics and engage in new avenues of research.,"There is no room at all to engage in the same areas of study, as they're all in a constant state of change.",0.1,1368,contradiction
We spend our formative years being obsessed by the city and considering suburb as a dirty word.,We spent our formative years being obsessed by the city and considering suburb as a dirty word.,0.5,4073,neutral
"Queen will always be remembered for their enigmatic front man, Freddie Mercury.","I'm a fan of the album, but I think the album is underrated.",0.1,1687,contradiction
them are very easy to subscribe to and only need a phone call and a credit card to put you on their mailing list . If I had to choose just one,"They are very hard to subscribe to because they require a lot of effort to sign up, they are not very well known in my area",0.5,8765,neutral
"NiÃ¡nn hold forth from a large cushion bedecked with flowers , sitting gurulike in the lotus position -- as well as a strong environmental ethic . Threaded through all this is dissatisfaction","In this case, the dissatisfaction comes from the lack of a strong environmental ethic. It is this dissatisfaction that makes NiÃ¡nn so appealing to many people",0.5,6998,neutral
